Código Producto,Fecha,Ventas Actuales,Ventas Reales Futuras,Ventas Predichas,Precio Promedio,Frecuencia,Cluster,Error Absoluto ($),Error (%)
935,2022-07-01,1.0,3.0,8.26,12000.0,1,0,5.26,175.24
192,2022-07-01,10.0,21.0,18.35,9880.0,10,0,2.65,12.61
1052,2022-07-01,2.0,5.0,9.98,283466.33,1,0,4.98,99.65
916,2022-07-01,28.0,60.0,26.07,11992.86,28,0,33.93,56.54
1018,2022-07-01,6.5,10.0,9.35,143071.43,7,0,0.65,6.49
1052,2022-07-01,5.0,18.5,11.67,300000.0,3,0,6.83,36.94
957,2022-07-01,82.75,79.0,69.44,137370.38,29,0,9.56,12.11
948,2022-07-01,40.0,1.5,11.44,211925.93,27,0,9.94,662.96
1802,2022-07-01,7.0,22.0,10.74,239539.21,4,0,11.26,51.16
1044,2022-07-01,14.0,12.0,10.09,96000.0,8,0,1.91,15.95
1044,2022-07-01,26.0,14.0,11.7,89063.17,5,0,2.3,16.44
T9563,2022-07-01,5.0,47.0,36.95,216.67,3,1,10.05,21.37
1016,2022-07-01,2.0,4.0,9.47,158000.0,1,0,5.47,136.64
186,2022-07-01,2.0,26.0,16.7,8000.0,1,0,9.3,35.75
190,2022-07-01,2.0,7.0,11.02,8000.0,1,0,4.02,57.37
956,2022-07-01,238.0,44.5,39.84,178377.43,123,2,4.66,10.48
190,2022-07-01,7.0,24.0,12.69,8442.86,7,0,11.31,47.14
1802,2022-07-01,22.0,4.0,11.12,268242.84,20,0,7.12,178.12
T9226,2022-07-01,5.0,3.0,12.8,200.0,3,1,9.8,326.55
T8729,2022-07-01,39.0,12.0,11.42,700.0,9,1,0.58,4.86
T8724,2022-07-01,6.0,16.0,18.49,150.0,4,1,2.49,15.54
1006,2022-07-01,18.5,6.0,10.06,82870.75,4,0,4.06,67.75
1902,2022-07-01,2.0,10.0,16.29,21000.0,1,0,6.29,62.95
1902,2022-07-01,10.0,6.0,8.18,21100.0,5,0,2.18,36.4
T9563,2022-07-01,47.0,8.0,15.18,223.53,17,1,7.18,89.77
972,2022-07-01,13.0,4.0,10.47,196815.38,13,0,6.47,161.75
1719,2022-07-01,6.0,2.0,8.35,1600.0,6,0,6.35,317.52
1196,2022-07-01,14.0,19.0,14.87,7006.38,8,0,4.13,21.71
1396,2022-07-01,1.0,9.0,12.09,46000.0,1,0,3.09,34.35
1194,2022-07-01,12.0,1.0,10.03,8000.0,3,0,9.03,902.92
1194,2022-07-01,1.0,8.0,15.31,1.0,1,1,7.31,91.34
1395,2022-07-01,10.0,3.0,8.59,126678.85,6,0,5.59,186.27
1195,2022-07-01,315.0,66.0,63.15,8324.76,101,1,2.85,4.31
1390,2022-07-01,19.0,6.0,8.81,84562.82,18,0,2.81,46.83
T6533,2022-07-01,15.0,16.0,17.55,500.0,15,1,1.55,9.71
1196,2022-07-01,8.0,14.0,17.76,8125.0,4,0,3.76,26.88
1387,2022-07-01,22.0,4.0,12.13,135600.0,22,0,8.13,203.37
1387,2022-07-01,7.0,22.0,14.53,73044.95,5,0,7.47,33.95
T232,2022-07-01,141.0,7.0,18.07,500.0,8,1,11.07,158.13
1377,2022-07-01,11.0,2.0,7.9,103107.62,3,0,5.9,295.21
T6534,2022-07-01,2.0,24.0,18.53,750.0,1,0,5.47,22.79
T6532,2022-07-01,2.0,5.0,16.53,600.0,1,0,11.53,230.59
2052,2022-07-01,3.0,5.0,11.47,45166.67,3,0,6.47,129.4
T6532,2022-07-01,3.0,2.0,12.07,575.0,2,0,10.07,503.54
1202,2022-07-01,35.0,21.0,18.75,9600.0,5,0,2.25,10.73
1356,2022-07-01,77.0,6.0,12.2,102078.37,54,0,6.2,103.4
T240,2022-07-01,14.0,41.0,31.2,610.0,5,1,9.8,23.9
1202,2022-07-01,21.0,3.0,18.32,8250.25,4,0,15.32,510.64
T240,2022-07-01,41.0,22.0,14.93,600.0,25,1,7.07,32.16
1356,2022-07-01,11.0,77.0,23.84,71286.0,7,0,53.16,69.04
1204,2022-07-01,8.0,37.0,13.93,10200.0,5,0,23.07,62.36
T6525,2022-07-01,8.0,1.0,12.52,850.0,4,0,11.52,1152.17
T179,2022-07-01,154.0,43.0,34.4,400.0,30,1,8.6,20.0
T6534,2022-07-01,24.0,6.0,9.23,680.0,5,1,3.23,53.78
1351,2022-07-01,7.0,11.0,9.92,11800.0,7,0,1.08,9.78
1169,2022-07-01,2.0,51.0,26.68,25000.0,1,0,24.32,47.68
1162,2022-07-01,36.0,5.0,15.18,502.5,10,1,10.18,203.59
1485,2022-07-01,52.0,1.0,8.64,15805.65,29,0,7.64,764.0
T131,2022-07-01,2.0,6.0,12.38,50.0,2,1,6.38,106.26
T131,2022-07-01,6.0,19.0,14.22,200.0,2,1,4.78,25.13
1485,2022-07-01,2.0,52.0,14.29,16000.0,2,0,37.71,72.51
1163,2022-07-01,57.0,61.0,31.56,417.65,16,1,29.44,48.27
1163,2022-07-01,61.0,2.0,16.12,421.21,33,1,14.12,705.92
1476,2022-07-01,13.0,44.0,26.24,5806.25,8,0,17.76,40.37
T132,2022-07-01,28.0,26.0,22.08,100.0,14,1,3.92,15.06
1476,2022-07-01,33.0,13.0,20.09,5875.0,4,0,7.09,54.52
T6536,2022-07-01,1.0,1.0,11.91,900.0,1,0,10.91,1091.2
1423,2022-07-01,42.0,4.0,11.21,3000.0,42,1,7.21,180.14
T177,2022-07-01,333.0,8.0,22.42,201.54,65,1,14.42,180.25
1423,2022-07-01,6.0,42.0,16.98,3916.67,6,0,25.02,59.58
1169,2022-07-01,51.0,21.0,14.02,23477.89,9,0,6.98,33.25
T134,2022-07-01,41.0,8.0,16.63,200.0,13,1,8.63,107.82
1184,2022-07-01,184.0,24.0,25.36,15147.23,108,1,1.36,5.65
1415,2022-07-01,21.0,12.0,9.58,169333.33,18,0,2.42,20.14
T171,2022-07-01,425.0,6.0,15.7,200.65,134,2,9.7,161.67
1413,2022-07-01,10.0,4.0,11.13,71356.57,1,0,7.13,178.19
1185,2022-07-01,33.0,2.0,12.08,13827.32,22,0,10.08,503.96
1410,2022-07-01,7.0,40.0,8.74,78000.0,4,0,31.26,78.16
T175,2022-07-01,151.0,28.0,20.28,209.18,49,1,7.72,27.55
1190,2022-07-01,2.0,2.0,9.62,11500.0,1,0,7.62,380.95
1354,2022-07-01,63.0,4.0,12.55,14083.33,9,0,8.55,213.76
1204,2022-07-01,37.0,3.0,10.44,9444.5,18,0,7.44,247.87
T8720,2022-07-01,39.0,53.0,26.67,205.56,18,1,26.33,49.68
T6510,2022-07-01,1.0,43.0,30.34,300.0,1,0,12.66,29.43
1303,2022-07-01,14.0,3.0,9.19,8228.57,14,0,6.19,206.21
1301,2022-07-01,18.0,20.0,9.22,7400.0,9,0,10.78,53.9
1234,2022-07-01,7.0,4.0,10.2,8085.86,7,0,6.2,155.04
1240,2022-07-01,3.0,6.0,11.3,18000.0,3,0,5.3,88.36
T6328,2022-07-01,1.0,2.0,12.71,400.0,1,0,10.71,535.28
1240,2022-07-01,6.0,4.0,8.69,14800.2,5,0,4.69,117.22
1293,2022-07-01,42.0,57.0,32.02,800.0,17,1,24.98,43.82
1293,2022-07-01,24.0,42.0,40.42,621.43,7,1,1.58,3.76
1292,2022-07-01,57.0,30.0,26.2,4679.53,17,1,3.8,12.67
1292,2022-07-01,25.0,57.0,45.28,5022.73,11,0,11.72,20.56
T6521,2022-07-01,84.0,4.0,12.99,400.0,40,1,8.99,224.68
T6510,2022-07-01,43.0,5.0,13.67,365.38,26,1,8.67,173.42
1311,2022-07-01,1.0,5.0,10.45,9000.0,1,0,5.45,108.99
1280,2022-07-01,6.0,1.0,8.05,8000.0,6,0,7.05,704.83
1280,2022-07-01,2.0,6.0,7.77,8025.0,2,0,1.77,29.52
1253,2022-07-01,3.0,14.0,10.55,147532.39,1,0,3.45,24.64
1253,2022-07-01,14.0,7.0,8.38,194887.11,13,0,1.38,19.74
1274,2022-07-01,8.0,2.0,8.84,109437.5,8,0,6.84,342.08
1274,2022-07-01,1.0,8.0,10.1,105000.0,1,0,2.1,26.21
1269,2022-07-01,3.0,2.0,9.14,2600.0,1,0,7.14,356.88
1269,2022-07-01,4.0,3.0,8.36,2500.0,2,0,5.36,178.52
1265,2022-07-01,52.0,3.0,16.09,10835.71,28,1,13.09,436.38
1265,2022-07-01,17.0,52.0,34.35,8027.78,9,0,17.65,33.95
1260,2022-07-01,18.0,9.0,9.87,36994.44,18,0,0.87,9.68
1234,2022-07-01,30.0,7.0,12.29,6500.0,1,0,5.29,75.62
1311,2022-07-01,5.0,1.0,10.22,9500.0,3,0,9.22,921.62
1351,2022-07-01,3.0,7.0,17.01,10000.0,2,0,10.01,143.04
T284,2022-07-01,56.0,16.0,15.28,400.0,10,1,0.72,4.52
T281,2022-07-01,42.0,8.0,11.64,600.0,14,1,3.64,45.55
1205,2022-07-01,1.0,8.0,9.84,10000.0,1,0,1.84,22.96
1350,2022-07-01,15.0,18.0,15.53,700.0,5,1,2.47,13.7
T283,2022-07-01,38.0,28.0,30.85,307.14,7,1,2.85,10.19
1205,2022-07-01,8.0,16.0,13.76,8571.57,7,0,2.24,14.0
1350,2022-07-01,9.0,15.0,18.06,725.0,2,0,3.06,20.41
T6524,2022-07-01,68.0,4.0,9.04,723.53,17,1,5.04,125.96
T6524,2022-07-01,1.0,68.0,28.83,700.0,1,0,39.17,57.61
1206,2022-07-01,37.0,29.0,32.05,10343.1,28,0,3.05,10.51
T284,2022-07-01,16.0,56.0,34.69,400.0,5,1,21.31,38.05
1206,2022-07-01,29.0,11.0,20.4,10168.23,22,0,9.4,85.47
1329,2022-07-01,26.0,8.0,16.82,21211.54,26,0,8.82,110.26
T6522,2022-07-01,2.0,10.0,14.96,450.0,2,0,4.96,49.59
1329,2022-07-01,3.0,26.0,18.33,21666.67,3,0,7.67,29.49
1327,2022-07-01,4.0,10.0,9.28,37000.0,4,0,0.72,7.23
1322,2022-07-01,14.0,3.0,8.1,1292.86,14,0,5.1,170.14
1322,2022-07-01,1.0,14.0,8.63,1500.0,1,0,5.37,38.32
1211,2022-07-01,67.0,4.0,9.23,10467.94,53,1,5.23,130.78
1231,2022-07-01,189.0,19.0,29.16,10396.89,64,1,10.16,53.47
1321,2022-07-01,21.0,5.0,8.93,895.24,21,1,3.93,78.69
1321,2022-07-01,5.0,21.0,13.87,1000.0,3,0,7.13,33.95
T5315,2022-07-01,144.0,7.0,11.46,134.0,39,1,4.46,63.68
T6522,2022-07-01,10.0,6.0,10.73,500.0,10,1,4.73,78.88
1320,2022-07-01,3.0,1.0,8.06,23133.33,3,0,7.06,706.17
1486,2022-07-01,21.0,12.0,11.45,32399.0,16,0,0.55,4.59
1161,2022-07-01,52.0,1.0,15.67,206.67,15,1,14.67,1467.46
T130,2022-07-01,17.0,6.0,8.87,100.0,15,1,2.87,47.79
1667,2022-07-01,19.0,2.0,8.34,171361.75,13,0,6.34,316.76
970,2022-07-01,11.0,18.0,15.11,79154.45,3,0,2.89,16.07
1078,2022-07-01,0.5,21.0,11.16,219500.0,1,0,9.84,46.83
970,2022-07-01,18.0,11.0,8.93,119000.0,10,0,2.07,18.82
T7168,2022-07-01,29.0,5.0,11.81,300.0,14,1,6.81,136.26
1686,2022-07-01,17.0,17.0,13.11,16900.0,11,0,3.89,22.87
1686,2022-07-01,1.0,17.0,11.17,16000.0,1,0,5.83,34.31
1109,2022-07-01,92.0,60.0,22.84,6313.04,46,1,37.16,61.94
T7167,2022-07-01,19.0,3.0,11.65,200.0,17,1,8.65,288.47
T7167,2022-07-01,2.0,19.0,28.34,200.0,2,0,9.34,49.17
971,2022-07-01,13.0,37.0,17.01,106487.66,4,0,19.99,54.02
971,2022-07-01,37.0,2.0,10.49,135923.08,26,0,8.49,424.45
1667,2022-07-01,5.0,19.0,13.78,101700.4,5,0,5.22,27.49
1077,2022-07-01,6.0,12.5,10.91,227000.0,3,0,1.59,12.74
T7166,2022-07-01,100.0,3.0,13.7,107.14,28,1,10.7,356.78
972,2022-07-01,20.0,13.0,9.06,182381.77,7,0,3.94,30.34
1110,2022-07-01,379.0,70.0,24.17,7667.95,39,1,45.83,65.48
1257,2022-07-01,2.0,4.0,9.12,10000.0,1,0,5.12,127.9
1637,2022-07-01,9.0,1.0,9.38,244700.0,9,0,8.38,838.38
1636,2022-07-01,2.0,5.0,8.48,197800.0,2,0,3.48,69.67
1636,2022-07-01,10.0,2.0,13.83,80068.36,4,0,11.83,591.63
1634,2022-07-01,1.0,7.0,11.41,28000.0,1,0,4.41,63.07
1626,2022-07-01,9.0,23.0,11.26,6950.0,9,0,11.74,51.02
T7161,2022-07-01,68.0,8.0,24.2,142.65,26,1,16.2,202.46
T7161,2022-07-01,250.0,68.0,48.52,50.5,2,1,19.48,28.65
1687,2022-07-01,1.0,64.0,36.26,1500.0,1,0,27.74,43.34
1077,2022-07-01,10.0,6.0,9.39,185745.0,8,0,3.39,56.5
T130,2022-07-01,8.0,17.0,20.28,50.0,2,1,3.28,19.29
1698,2022-07-01,2.0,3.0,9.19,3800.0,2,0,6.19,206.19
T8720,2022-07-01,3.0,39.0,28.55,150.0,3,0,10.45,26.79
1713,2022-07-01,26.0,11.0,10.03,1531.25,16,1,0.97,8.85
1073,2022-07-01,29.0,32.5,23.55,152247.08,16,0,8.95,27.55
1073,2022-07-01,32.5,29.0,22.56,190915.48,24,0,6.44,22.2
1712,2022-07-01,81.0,9.0,12.25,804.21,38,1,3.25,36.13
1706,2022-07-01,25.0,5.0,8.87,8809.52,21,0,3.87,77.44
1706,2022-07-01,3.0,25.0,11.99,8000.0,2,0,13.01,52.05
T8719,2022-07-01,12.0,2.0,11.39,100.0,3,1,9.39,469.46
1698,2022-07-01,3.0,1.0,8.92,2600.0,2,0,7.92,791.71
1074,2022-07-01,10.5,11.5,19.67,149050.0,10,0,8.17,71.07
1074,2022-07-01,11.5,25.25,20.78,177562.5,16,0,4.47,17.72
T8564,2022-07-01,54.0,7.0,11.8,200.0,32,1,4.8,68.53
T7169,2022-07-01,4.0,5.0,14.38,300.0,2,0,9.38,187.66
1075,2022-07-01,6.0,9.0,9.95,150354.75,4,0,0.95,10.58
1695,2022-07-01,224.0,1.0,11.84,14837.15,9,1,10.84,1083.85
1075,2022-07-01,9.0,17.25,9.86,155777.78,9,0,7.39,42.82
1076,2022-07-01,1.0,1.0,6.89,219500.0,1,0,5.89,588.86
967,2022-07-01,54.0,1.5,15.14,133599.97,8,0,13.64,909.45
169,2022-07-01,19.0,2.0,10.05,6205.26,10,0,8.05,402.53
169,2022-07-01,5.0,19.0,11.39,6000.0,5,0,7.61,40.07
969,2022-07-01,24.0,10.0,14.47,117874.85,4,0,4.47,44.71
969,2022-07-01,10.0,12.0,11.53,117790.9,6,0,0.47,3.94
1688,2022-07-01,102.0,44.0,21.0,1102.5,38,1,23.0,52.28
T7169,2022-07-01,5.0,10.0,13.66,300.0,5,0,3.66,36.6
1610,2022-07-01,40.0,2.0,12.86,305504.38,12,0,10.86,543.19
978,2022-07-01,12.0,3.0,8.19,186421.46,8,0,5.19,172.95
1610,2022-07-01,2.0,40.0,20.23,305000.0,2,0,19.77,49.43
BANDASPOOL,2022-07-01,13.0,2.0,12.89,17727.27,11,0,10.89,544.32
1559,2022-07-01,43.0,12.5,10.21,105082.9,25,0,2.29,18.32
1559,2022-07-01,21.0,43.0,14.7,80887.74,4,0,28.3,65.81
1556,2022-07-01,181.0,22.0,22.97,57860.49,56,1,0.97,4.4
1120,2022-07-01,2.0,4.0,11.09,11000.0,1,0,7.09,177.32
1549,2022-07-01,34.0,2.0,9.8,40100.0,27,0,7.8,389.94
1549,2022-07-01,1.0,34.0,13.17,38000.0,1,0,20.83,61.26
1123,2022-07-01,22.0,4.0,11.3,6500.0,11,0,7.3,182.47
1534,2022-07-01,38.0,1.0,10.38,1775.0,4,1,9.38,938.12
1534,2022-07-01,17.0,38.0,22.38,1700.0,4,0,15.62,41.11
1525,2022-07-01,3.0,4.0,10.39,12500.0,1,0,6.39,159.8
1129,2022-07-01,21.0,14.0,12.59,21813.25,6,0,1.41,10.04
T6556,2022-07-01,8.0,54.0,31.14,1500.0,4,0,22.86,42.32
1112,2022-07-01,127.0,72.0,27.35,10096.15,49,1,44.65,62.02
T6556,2022-07-01,6.0,8.0,16.86,1466.67,3,0,8.86,110.75
1129,2022-07-01,14.0,4.0,10.97,26000.0,7,0,6.97,174.14
1498,2022-07-01,1.0,6.0,14.33,11500.0,1,0,8.33,138.87
1160,2022-07-01,362.0,55.0,37.97,302.61,115,1,17.03,30.96
1497,2022-07-01,5.0,4.0,12.11,14200.0,2,0,8.11,202.69
1496,2022-07-01,78.0,4.0,11.16,14855.0,40,1,7.16,179.05
1496,2022-07-01,4.0,78.0,37.02,14000.0,2,0,40.98,52.53
1495,2022-07-01,93.0,8.0,12.25,19466.67,33,1,4.25,53.08
1494,2022-07-01,25.0,14.0,13.11,17400.0,7,0,0.89,6.38
1161,2022-07-01,9.0,52.0,39.4,150.0,3,1,12.6,24.23
1494,2022-07-01,10.0,25.0,20.62,18350.0,2,0,4.38,17.51
1117,2022-07-01,63.0,6.0,13.57,15105.56,9,0,7.57,126.13
1117,2022-07-01,8.0,63.0,35.22,18875.0,4,0,27.78,44.1
1568,2022-07-01,9.0,3.0,8.83,20600.0,5,0,5.83,194.47
1568,2022-07-01,3.0,28.0,12.39,24300.0,3,0,15.61,55.73
1608,2022-07-01,43.0,5.0,14.37,83077.0,13,0,9.37,187.45
1608,2022-07-01,3.0,43.0,26.54,85000.0,2,0,16.46,38.27
1607,2022-07-01,180.0,9.0,16.1,87612.67,71,1,7.1,78.86
160,2022-07-01,13.0,2.0,9.84,10553.85,13,0,7.84,391.82
1113,2022-07-01,7.0,55.0,47.5,13625.0,4,0,7.5,13.64
1593,2022-07-01,8.0,4.0,8.21,51434.78,1,0,4.21,105.2
1593,2022-07-01,11.0,8.0,9.13,58352.76,6,0,1.13,14.16
988,2022-07-01,11.0,2.0,11.66,141795.01,3,0,9.66,483.17
988,2022-07-01,2.0,2.0,10.08,189000.0,2,0,8.08,404.23
1113,2022-07-01,55.0,16.0,20.67,15125.06,16,0,4.67,29.17
1114,2022-07-01,226.0,6.0,19.36,12904.04,25,1,13.36,222.73
159,2022-07-01,55.0,9.0,14.65,2600.0,22,1,5.65,62.79
159,2022-07-01,16.0,55.0,37.75,2375.0,4,0,17.25,31.37
1587,2022-07-01,11.0,8.0,8.02,103493.73,7,0,0.02,0.25
1115,2022-07-01,136.0,6.0,12.52,14793.75,16,1,6.52,108.67
1581,2022-07-01,24.0,14.0,9.43,26250.0,12,0,4.57,32.61
1581,2022-07-01,6.0,24.0,12.13,20625.0,4,0,11.87,49.45
1577,2022-07-01,128.0,10.0,13.38,50915.79,19,0,3.38,33.82
1116,2022-07-01,16.0,45.0,31.93,16166.67,6,0,13.07,29.04
1116,2022-07-01,45.0,7.0,14.81,20004.17,24,0,7.81,111.62
1571,2022-07-01,28.0,9.0,11.09,96000.0,22,0,2.09,23.21
994,2022-07-01,10.0,2.0,8.49,127115.72,3,0,6.49,324.25
T7120,2022-07-01,80.0,5.0,12.73,2100.0,25,1,7.73,154.65
2077,2022-07-01,8.0,6.0,12.06,11000.0,8,0,6.06,100.95
1001,2022-07-01,5.0,1.0,7.12,139520.91,4,0,6.12,612.14
2052,2022-07-01,5.0,5.0,9.27,52375.0,4,0,4.27,85.44
476,2022-07-01,14.0,1.0,9.11,158183.93,10,0,8.11,810.88
280,2022-07-01,72.0,5.0,13.9,16900.0,72,1,8.9,177.92
280,2022-07-01,7.0,72.0,14.8,16383.33,6,0,57.2,79.44
493,2022-07-01,15.0,2.0,8.57,43181.91,11,0,6.57,328.63
279,2022-07-01,3.0,3.0,9.99,3000.0,2,0,6.99,232.93
498,2022-07-01,20.0,26.0,13.19,10900.0,1,0,12.81,49.28
498,2022-07-01,26.0,3.0,9.91,17812.56,16,0,6.91,230.44
692,2022-07-01,56.0,16.0,17.36,6095.45,10,1,1.36,8.48
278,2022-07-01,133.0,9.0,11.77,3844.6,20,1,2.77,30.76
500,2022-07-01,4.0,39.0,12.13,15100.0,4,0,26.87,68.9
2778,2022-07-01,29.0,4.0,7.96,10563.38,6,0,3.96,98.93
276,2022-07-01,115.0,22.0,17.57,17701.68,59,1,4.43,20.12
2757,2022-07-01,41.0,47.0,18.36,25894.74,19,0,28.64,60.94
502,2022-07-01,4.0,30.0,11.58,15250.0,3,0,18.42,61.41
2757,2022-07-01,4.0,41.0,25.32,25666.67,3,0,15.68,38.25
274,2022-07-01,16.0,35.0,16.6,7262.5,16,0,18.4,52.57
502,2022-07-01,30.0,1.0,9.83,13333.5,6,0,8.83,882.69
272,2022-07-01,1.0,21.0,9.21,50000.0,1,0,11.79,56.12
271,2022-07-01,3.0,27.0,11.52,31700.0,3,0,15.48,57.32
271,2022-07-01,12.0,3.0,14.58,30222.22,9,0,11.58,386.16
507,2022-07-01,95.0,28.0,14.13,2976.53,17,1,13.87,49.52
518,2022-07-01,11.0,1.0,12.41,39950.0,2,0,11.41,1140.59
603,2022-07-01,43.0,1.0,11.88,9000.0,43,1,10.88,1087.76
284,2022-07-01,4.0,40.0,12.0,4875.0,4,0,28.0,69.99
2703,2022-07-01,2.0,2.0,8.31,107426.47,2,0,6.31,315.43
284,2022-07-01,40.0,52.0,20.51,4678.57,28,1,31.49,60.56
292,2022-07-01,97.0,1.0,7.66,7825.0,22,1,6.66,665.7
455,2022-07-01,10.0,55.0,42.28,6000.0,4,0,12.72,23.13
455,2022-07-01,55.0,5.0,23.39,6300.0,22,1,18.39,367.74
684,2022-07-01,26.0,39.0,19.79,18333.33,3,0,19.21,49.27
684,2022-07-01,39.0,13.0,18.03,6334.0,3,0,5.03,38.69
290,2022-07-01,13.0,8.0,11.46,4700.0,9,0,3.46,43.2
290,2022-07-01,4.0,13.0,12.78,4500.0,2,0,0.22,1.69
457,2022-07-01,89.0,15.0,17.48,84607.8,29,0,2.48,16.54
605,2022-07-01,13.0,36.0,15.38,4200.0,13,0,20.62,57.28
685,2022-07-01,4.0,32.0,16.87,1.0,2,1,15.13,47.3
605,2022-07-01,2.0,13.0,15.83,4500.0,2,0,2.83,21.76
469,2022-07-01,1.0,3.0,8.6,17000.0,1,0,5.6,186.62
288,2022-07-01,7.0,1.0,12.55,10000.0,5,0,11.55,1155.22
604,2022-07-01,3.0,7.0,13.17,4066.67,3,0,6.17,88.08
2879,2022-07-01,99.0,15.0,21.89,49742.42,99,1,6.89,45.95
470,2022-07-01,6.0,4.0,13.99,12000.0,4,0,9.99,249.71
686,2022-07-01,20.0,16.0,14.65,12150.0,1,0,1.35,8.41
686,2022-07-01,16.0,3.0,10.84,1.0,2,1,7.84,261.41
470,2022-07-01,4.0,3.0,16.81,12775.0,4,0,13.81,460.36
476,2022-07-01,2.0,14.0,8.94,155000.0,2,0,5.06,36.15
687,2022-07-01,3.0,2.0,7.83,16000.0,1,0,5.83,291.64
2703,2022-07-01,2.0,5.0,7.49,101629.57,1,0,2.49,49.81
518,2022-07-01,1.0,3.0,8.61,58000.0,1,0,5.61,187.08
2481,2022-07-01,7.0,2.0,8.76,40000.0,7,0,6.76,337.83
701,2022-07-01,63.0,3.0,11.03,2964.57,7,1,8.03,267.75
591,2022-07-01,87.0,17.0,22.9,6323.68,38,1,5.9,34.71
264,2022-07-01,4.0,58.0,19.7,66650.0,4,0,38.3,66.04
264,2022-07-01,2.0,4.0,6.99,66000.0,2,0,2.99,74.68
533,2022-07-01,10.0,10.0,16.41,9222.22,9,0,6.41,64.06
533,2022-07-01,10.0,8.0,14.35,8477.78,9,0,6.35,79.38
261,2022-07-01,33.0,29.0,11.26,29307.69,26,0,17.74,61.18
2552,2022-07-01,6.0,4.0,9.78,8622.74,1,0,5.78,144.54
704,2022-07-01,6.0,68.0,33.65,2666.67,6,0,34.35,50.52
704,2022-07-01,68.0,8.0,12.01,3010.02,45,1,4.01,50.07
534,2022-07-01,5.0,5.0,9.71,7500.0,4,0,4.71,94.19
534,2022-07-01,5.0,15.0,11.72,7880.0,5,0,3.28,21.87
2533,2022-07-01,136.0,8.0,11.28,12488.59,69,1,3.28,41.04
2521,2022-07-01,137.0,36.0,10.52,18744.35,68,1,25.48,70.78
589,2022-07-01,10.0,16.0,14.56,8500.0,10,0,1.44,9.0
589,2022-07-01,8.0,10.0,13.97,9916.67,6,0,3.97,39.72
252,2022-07-01,640.0,65.0,57.05,23606.78,410,2,7.95,12.24
705,2022-07-01,96.0,3.0,9.78,3385.79,28,1,6.78,225.95
251,2022-07-01,246.0,17.0,31.06,30394.16,177,2,14.06,82.7
2501,2022-07-01,18.0,1.0,10.9,283900.0,13,0,9.9,989.61
2501,2022-07-01,8.0,18.0,11.35,286875.0,8,0,6.65,36.93
2499,2022-07-01,2.0,1.0,9.08,185762.81,1,0,8.08,808.28
532,2022-07-01,43.0,21.0,21.35,19513.51,37,0,0.35,1.67
701,2022-07-01,3.0,63.0,32.17,3700.0,3,0,30.83,48.93
270,2022-07-01,40.0,2.0,7.63,31062.5,40,0,5.63,281.74
532,2022-07-01,19.0,43.0,22.56,18721.43,14,0,20.44,47.54
270,2022-07-01,3.0,40.0,13.32,30000.0,3,0,26.68,66.7
269,2022-07-01,46.0,1.0,10.68,31700.0,14,0,9.68,968.49
269,2022-07-01,2.0,46.0,29.44,30000.0,2,0,16.56,36.0
595,2022-07-01,7.0,46.0,9.32,10514.29,7,0,36.68,79.74
595,2022-07-01,3.0,7.0,11.58,10166.67,3,0,4.58,65.39
698,2022-07-01,152.0,6.0,11.8,3927.32,22,1,5.8,96.59
2685,2022-07-01,82.0,12.0,11.72,20665.35,54,1,0.28,2.34
268,2022-07-01,43.0,1.0,9.93,31660.47,43,0,8.93,892.53
268,2022-07-01,6.0,43.0,16.92,30250.0,6,0,26.08,60.65
2660,2022-07-01,13.0,9.0,14.47,41153.85,13,0,5.47,60.82
2660,2022-07-01,4.0,13.0,20.84,53750.0,4,0,7.84,60.34
527,2022-07-01,18.0,27.0,27.44,12246.15,13,0,0.44,1.62
594,2022-07-01,6.0,3.0,11.56,21160.0,5,0,8.56,285.38
266,2022-07-01,8.0,62.0,18.1,21100.0,8,0,43.9,70.81
266,2022-07-01,3.0,8.0,9.59,20000.0,3,0,1.59,19.84
594,2022-07-01,4.0,6.0,16.41,20250.0,4,0,10.41,173.55
531,2022-07-01,2.0,13.0,12.7,24000.0,2,0,0.3,2.31
531,2022-07-01,13.0,1.0,9.56,21000.0,13,0,8.56,855.96
2645,2022-07-01,2.0,10.0,12.2,200.0,1,0,2.2,22.04
593,2022-07-01,1.0,3.0,8.34,25300.0,1,0,5.34,178.14
593,2022-07-01,3.0,1.0,10.49,24000.0,3,0,9.49,948.75
453,2022-07-01,28.0,10.0,9.57,55920.83,24,0,0.43,4.27
451,2022-07-01,18.0,16.0,11.51,32752.09,9,0,4.49,28.08
451,2022-07-01,5.0,18.0,12.17,33200.0,5,0,5.83,32.41
362,2022-07-01,78.0,10.0,15.37,1712.5,28,1,5.37,53.7
638,2022-07-01,4.0,23.0,17.41,6500.0,4,0,5.59,24.32
638,2022-07-01,23.0,1.0,12.45,4725.25,4,0,11.45,1144.69
424,2022-07-01,10.0,24.0,16.13,29843.0,1,0,7.87,32.8
626,2022-07-01,4.0,7.0,12.32,600.0,3,0,5.32,75.95
358,2022-07-01,122.0,19.0,13.32,2298.78,41,1,5.68,29.88
626,2022-07-01,7.0,4.0,13.15,625.0,2,0,9.15,228.67
357,2022-07-01,6.0,6.0,19.39,2300.0,5,0,13.39,223.21
357,2022-07-01,103.0,6.0,13.85,1830.45,3,1,7.85,130.76
425,2022-07-01,147.0,9.0,24.86,26956.18,85,1,15.86,176.18
